gene_symbol,read_count_CGctx1,read_count_CGctx2,read_count_CGctx3,read_count_CGhp1,read_count_CGhp2,read_count_CGhp3,read_count_PGctx1,read_count_PGctx2,read_count_PGctx3,read_count_PGhp1,read_count_PGhp2,read_count_PGhp3
Gm15246,46,45.94,44.99,42.13,35.91,41.02,46,50.78,56.85,45.98,36.98,49.07
Maea,1546.88,1617.83,1688.53,1537.78,1628.67,1481.95,1574.47,1555.39,1460.76,1596.86,1642.89,1665.29
Nuak1,55.17,81.95,58.59,67.99,90.25,72.79,78.94,54.92,68.8,61.72,58.98,52.03
Sprr2a1,0.5,0.5,0,0,0,0,0,0,0.5,0.92,0,0
Dusp22,282.32,273.67,213.24,240.51,246.86,271.25,240.21,248.42,254.74,275.61,234.05,243
Icosl,61.95,55,46,53,63,67.99,49,50.79,38,69.8,71,57
Smim24,2,3,5,1,3,4.99,0,3,2,2.85,2,2
LOC115487184,9.71,16.55,0,0,0,0,0,10.57,0,0,0,5.31
Ggta1,144.96,126,132.85,111.97,112.89,105.87,114.96,112.99,113.98,91.95,89.94,92.99
Cyp51,9381.92,9207.15,8372.45,8988.76,9172.29,9166.96,7934.07,7950.04,7918.54,9500.57,9290.91,9715.67
Ing3,838.15,824.69,730.08,783.01,785.07,701.97,838.98,829.55,836.39,769.91,773.66,742.62
Sox11,4071.25,4311.19,3373.99,3953.46,3880.81,3935.87,3387.43,3478.39,3452.86,3914.95,3462.33,3534.26
Fam71e2,0,0,0,0,1,0,0,1,1,0,0,0
Lypd1,717.35,731.96,627.39,737.59,704.75,656.28,753.39,733.26,787.13,824.8,776.39,739.57
Zfp512,1298.01,1304.42,1372.95,1320.58,1262.78,1303.67,1364.38,1336.65,1361.9,1345.94,1378.44,1361.94
Gm38655,0,0,1,0,0,0,1.01,0,0,0,1.05,0
Lat,1,5,2,7,5,4,2,5.99,5,10,9,5
Gm34758,10,7,7,5,5,4,10.96,3,5,2,8,5
Acbd7,0.99,2,1,1,1.02,0,3,2.53,1,1,2,3
Dppa3,0,0,0,1,0,0,0,0,0,0,0,0
Ubxn10,23,9.99,22,21,11,15,19,21.95,20.99,10.56,18,12
Mme,7,1,7,3,9,5.99,1,6.99,3,2.98,4.84,7.94
Stard5,168.72,159.95,144.56,138.72,170.27,168.01,138.35,169.91,159.69,132,154.8,155.98
Top2b,8633.33,9334.95,7733.86,8402.01,8406.32,8908.46,9070.59,9089.4,9321.24,8859.78,8194.97,8441.72
Pum1,2776.74,2892.66,2790.61,2851,2905.8,3101.01,2800.61,2956.86,2858.8,2816.91,2689.92,2679.57
Brdt,202.78,212.74,146.98,178.25,154.89,172.06,216.88,245.74,222.76,215.78,168.7,146.34
Sp6,11,9,11.99,17,13,13.98,9.96,7,19,11,12.99,11.48
Ndufa13,1242.97,1182.29,1564.68,1280.72,1048.22,1120.98,1222.78,1267.06,1230.45,1214.37,1278.63,1306.98
Pdzd4,1264.45,1315.46,1331.3,1281.24,1231.89,1301.81,1227.44,1278.97,1121.78,1297.64,1408,1319.54
Dnah7a,3.41,4.71,1.36,2.51,9.93,4.51,1.18,7.39,2.83,2.98,10.17,1.87
Fmn2,2542.4,2597.99,2420.01,2819.54,2827.82,2846.47,2406.84,2417.54,2430.78,2690.55,2621.71,2697.99
Gpr31b,0,0,0,1,1,1,2,0,1,0,0,1
Slc39a6,2729.54,2750.66,2789.59,2810.09,2837.82,2839.21,2438.38,2418.27,2484.41,2799.66,2831.43,3013.01
Clp1,282.74,327.79,337.71,307.95,295.16,280.73,318.94,300.99,293.97,276.88,291,304.98
Slc10a4,4,4,8,1.83,6,9.43,6,3,5,9,3,9
Trim39,657.86,676.98,710.32,660.85,628.16,655.05,663.25,690.33,689.28,636.16,662.41,617.86
Cutal,4,0,1,3,4,1,2,3,2,2,6,1
Blvra,488.97,513.97,483.67,520.58,487.99,532.48,529.7,545,497.94,504.82,579.96,538.21
Amdhd2,393.51,407,471,381.98,426,376,432.56,379,469.97,385.14,478.99,415.96
9030025P20Rik,262.13,282.18,241.57,275.08,276.52,271.65,286.72,305.15,311.07,293.47,284.52,225.26
Lipn,1.05,2.4,0,1,1,1,0,3.09,1,0,0.99,0
Gm20736,0,0.5,0,0,0.5,0,0,0,0,0,0,0
Gtpbp10,560.06,547.66,466.97,571.96,539.35,587.75,536.33,553.53,576.92,637.97,546.95,575.08
Tbc1d2b,385.03,402.96,370.95,352.87,365.27,372.63,341.83,343.27,289,350.65,323.99,360.97
Pmvk,1016.79,960.24,1140.97,944.39,1001.54,948.15,968.64,1009.65,1044.96,1058.94,1081.79,1050.33
Pqlc3,64.94,62,46.99,58.85,67.99,56.87,61.99,57.94,52,65.97,39,47.61
Tomm22,1859.91,1811.23,1680.24,1733.34,1713.97,1616.01,1689.75,1677.63,1655.19,1623.31,1731.66,1677.98
Mxi1,881.91,872.33,790.85,859.83,896.52,918,1088.91,1070.12,1053.96,884.81,813.49,893.8
Duxbl2,1.23,42.89,38.83,19.69,35.28,18.17,51.33,46.75,57.84,0,29.1,42.96
Upk3a,0,0,0,1,0,0,0,1,0,0,1,1
Slc27a6,221.93,244.97,221.98,272.01,282.01,285.87,234.99,226.96,234.64,308,280,279.05
Itgb2,261.78,222.99,228.99,162,158.87,161.99,223.93,223.45,206.95,44,55.13,49
Gsto1,865.14,886.18,799.93,789.99,802.61,760.99,820.24,853.97,852.83,787.98,844.91,925.6
Slc26a8,7.83,5,6.41,3.01,7,7,4,11.92,13.18,5.36,7.11,5.61
Hr,296.2,329,384.93,364.82,314.99,300.96,390.44,338.06,339.93,309.85,309.99,357.68
Ramp1,12.83,14,7,13.04,7.49,7,8.04,9.21,11,13.7,16.66,9.33
Rbck1,810.96,933.68,996.97,908.84,887.93,895.86,979.95,893.1,950.98,849.49,991.57,985.6
Usp43,2,0,0,0,0,1,1,0,1,1,1,2
Ino80c,491.34,483.73,421.99,521.7,559.12,523.91,474.95,442.6,480.99,541.9,494.61,440.98
Slc1a1,3827.54,3742.73,3567,4296.77,4571.42,4259.49,4381.11,4346.72,4285.78,4397.07,4274.63,4369.86
Abcc12,12,4,5.1,5.96,5,5,8,6,5,9,5,4
Zbtb32,7,7.86,11,6.99,9,9.43,12.61,13.99,4,6,6.98,7
Gm40864,4.49,13.29,15.73,4.64,9.77,9.14,4.84,8.03,10.67,5.73,6.84,9.49
Zfp979,32.18,31.8,8.91,28.83,38.32,19.29,22.38,35.98,22.67,21.44,24.61,23.13
Col22a1,5.73,19.34,10.8,7.74,4.87,16.1,16.92,12,10.39,9.27,13.48,4.03
Gpr1,1,0,0,0,0,1,0,0,0,0,0,0
B3galnt2,379.72,380.38,350.37,370.99,367.06,370,361.4,452.67,453.18,378.25,346.1,373.54
Ilk,2390.79,2361.49,2535.65,2330,2401.58,2307.78,2342.75,2363.23,2254.25,2337.45,2399.07,2418.29
LOC108167347,0,0,1.42,0,0,0,0,0,0,0,0,0
Phf14,1627.62,1527.52,1527.96,1578.73,1493.23,1582.85,1472.8,1563.43,1555.63,1487.62,1528.48,1574.49
Gpr143,0,0,1,0,0,0,0,0,0,0,1,0
Pxmp4,181.17,184.75,161.51,169.67,133.91,147.81,198.34,183.22,153,171.95,148.59,163.76
Fads3,165.62,144.44,159.64,170.69,182.87,178.71,187.85,167.66,149.34,180.47,193.85,172.42
Zfp612,457.29,462.92,434.8,440.96,404.4,423.65,448.31,527.32,528.43,469.57,423.08,403.7
Misp3,2,0,0,2,1,0,2,3,1,1,1,3
Far2,131.88,119.55,97.23,150.24,139.29,153.22,120.1,123.6,138.19,122.45,147.67,129.52
H3c14,0,0,0,0,0,0,0,0,24.91,0,0,0
Filip1l,19,17.79,17.99,19.95,12,8.98,19.92,25.95,14.05,27.9,28.94,13.99
Thrsp,14,18,17,26.99,6,13,12,15,13,7,15,10
Fam180a,0,0,0,0,0,0,0,0,0,0,1,1
Nrg2,260.38,259.69,259.61,299.32,308.41,265.32,268.12,295.56,270.18,289.47,303.25,281.83
Fcgr3,287.41,321.11,246.55,185.58,147.93,154.43,260.36,218.82,222.98,92.47,71.22,54.25
Rbbp4,11811.36,11591.49,10982,11362.44,11857.28,11662.77,10660.88,11271.08,11193.5,11553.99,11710.76,11988.96
Hemk1,132.2,143.13,140,133.51,128.89,126.99,163.93,187.96,155.98,150.49,142.97,156.74
Tlr2,73,73.99,25.99,55,23.94,28,41,38,32.99,96.99,77.99,43
Pnma3,7.99,10,17.7,21,21.99,19,9.59,14,10,31.02,28,17.99
Pdap1,3793.07,3566.22,4140.36,3641.8,3345.32,3502.92,3808.01,3438.75,3550.15,3567.33,3799.59,3838.98
Hk1,2908.95,2925.96,3449.1,2890.78,3001.95,2878.69,2941.71,2842.34,2837.98,3072.33,3350.62,3335.81
Obox3,0,0,0,1.98,2.08,1.9,0,2.15,1.28,3.39,0,4.37
Ttk,1830.39,1766.79,1645.83,1716.07,1770.88,1818.15,1603.67,1600.85,1642.81,1718.81,1743.49,1721.62
Dus3l,795.99,704.48,983.7,820.17,801.36,855.67,788.62,751.56,816,765.92,954.09,832.57
Umodl1,0,0,1,0,0,0,0,1,0,0,0,0
Pstpip1,3,5,9,9,11,4.99,1.98,9,8,6,9,8
Ces2e,0,0,0,1,0,0,0,0,0,1,0,0
Ccdc24,64,66,71.01,77,62.98,72.95,70.93,77.89,80.97,66.19,79.01,81.98
Smco2,1,0,0,0,0,0,0,0,0,0,0,0
Dhrs4,234.99,248.99,274,238.59,231,282.92,232.88,216.99,248,236.91,290,270.96
Ppp2r1a,8931.34,8616.24,9630.15,8824.98,9148.31,8349.8,8581.43,8812.4,8724.41,8583.48,9042.52,9301.23
Nelfa,886.21,872.65,945.35,875.75,834.08,771.33,876.26,880.03,831.56,863.39,863.02,889.77
Adck5,200.99,153,208.9,159,166.92,173.99,204.99,191.52,175.99,177.6,207.98,174.52
Smim9,0,1,0,0,0,1,0,0,0,0,0,0
Bet1,659.63,628.66,555.23,549.62,610.99,582.3,680.28,656.91,634.06,594.79,559.56,554.79
Ap5b1,45,42.02,52,49.39,54,41,44.52,47.96,52.99,31,44,58
6430548M08Rik,971.52,978.91,1079.46,982.64,1014.82,965.11,974.55,949.92,1009.53,1032.68,1052.74,1076.8
Lrrfip2,892.35,856.83,902.32,836.84,851.71,854.08,839.66,836.31,817.81,860.66,919.25,901.87
Tex22,0,0,1,0,0,0,0,0,0,0,0,0
Dst,4142.66,4529.7,4703.85,4719.21,4647.35,4958.39,4920.22,4892.36,5106.35,4629.03,4692.99,4612.5
Gps2,580.09,514.59,645.79,545.29,507.6,502.81,559.75,506.39,520.53,555.38,582.61,569.49
Nyap1,40.59,48,59.99,63.84,90,64.99,44.99,42,61.07,78.8,60,76.93
Fkbp6,0,0,0,0,0,0,0,1.42,1.07,0,1.05,0
Skint4,5.59,3.69,1.47,6.79,3.57,5.03,3.18,4.24,3.84,4.91,6.01,2.32
Sdc4,115.95,101.99,61,71.99,45.99,59.97,72.9,79,36.99,114.98,110.12,83.08
Cep104,1012.31,1001.88,1089.95,1118.36,1063.99,1033.97,1046.81,1043.58,1006.34,1022.04,968.84,1093.8
Wnt7b,379.95,352.62,447.97,362.15,384.04,357.92,342.47,287.3,344.95,457.98,483.97,483.98
Vezf1,3966.61,4023.11,3612.99,3783.11,3927.77,3732.53,4320.46,4478.28,4305.97,3869.38,3441.61,3471.11
Nrg3,68.97,52.36,72.97,55.74,53.35,48.26,41.95,41.74,51.42,44.99,34.83,56.19
Alkbh5,2494.6,2531.29,2504.59,2326.22,2536.31,2315.2,2525.06,2426.53,2470.03,2349.11,2502.61,2436.56
Prdm12,0,0,0,0,0,1,1,0,1.95,0,1,0.98
Mdga2,1213.85,1195.51,1097.58,1150.81,1173.81,1183.31,1213.66,1190.13,1283.44,1234.03,1184.35,1093.92
7-Sep,11059.11,10776.76,8763.1,10578.01,10521.09,10833.12,11238.51,11315.88,11543.8,10478.8,8836.71,9316
Serpinb6c,0,1.04,0,0,1.04,0,0,3.06,0,0,0,0
Atp8b1,20.97,23,13,29,16,22.93,13,11,18.85,20.99,16.99,26.97
Tmem98,203.77,172.99,184.99,204,197.99,179,177.93,162.98,175.99,176,203.54,218.98
Nceh1,852.8,901.78,734.77,928.51,904.41,839.46,871.56,877.93,858.61,793.49,755.91,715.81
Kif1bp,1647.12,1628.82,1560.4,1665.71,1628.29,1585.75,1653.96,1707.47,1629.07,1668.72,1717.73,1765.99
Pate3,0,1,0,0,0,1,0.94,1,0,0,2,2
Ak5,222.9,214.44,189.37,188.99,211.9,178.99,171.2,170.09,160.82,251.37,223.21,223.01
Zmym4,2240.24,2283.85,2078.28,2274.07,2262.61,2337.52,2349.6,2327.55,2352.71,2366.19,2188.81,2208.4
D1Pas1,0,1,0,0,0,0,0,0,0.99,2,0,0
Nxf7,1.02,1.03,1.05,1.98,0,5.46,1.97,0,0.05,2.81,1.03,1.18
Pacrg,38,25.98,38,20.9,34.96,24,37,48.96,46.98,28,28,41
Tk1,1304.77,1322.08,1371.29,1392.38,1297.35,1295.15,1143.51,1184.27,1190.07,1342.52,1413.02,1431.55
Gdf15,23.79,30.97,28.92,31.59,16,23,12,10,18,21,31,17
Il33,4.89,11,4,2,4.99,3.99,7.77,5,4,10,15,7.95
Klb,29.45,32.21,29.17,34.22,26.7,39.42,27.38,37.36,26.24,30.83,38.32,26.31
Aar2,838.94,825.98,869.96,820.4,819.41,830.98,832.92,861.15,901.15,794.02,911,878.96
Hsbp1l1,13.19,8.07,6,4.47,10.9,11,8.11,6.1,5.67,6.06,5.03,8
Cspp1,699.9,679.57,735.84,707.75,693.87,690.43,746.58,785.64,760.76,719.24,686.21,639.89
M1ap,1,0,0,1,0,0,0,0,0,1,0,0
Foxp4,202.5,204.99,250.06,204.95,229.98,182,257.99,234.95,235.83,191.99,216.48,218.04
Arg2,11.05,8.04,10.06,16.11,21.09,13.12,14.53,15.05,20.09,14.08,18.11,10.05
Cyp4f14,1.07,1.05,0,2.4,0.97,2.32,0,0,0,0.28,2.08,1.03
Ncoa7,212.74,215.29,209.09,239.25,221.07,234.14,203.75,219.1,241.06,211.42,206.67,196.84
4930539E08Rik,5.78,11.85,3.78,3.56,2.44,3.09,3.6,9.83,2.24,4.46,6.76,7.87
Vmn2r12,0,0,0,0,0,0,0,0,0.58,0,0,0
Bcor,959.88,995.81,967.55,1238.98,1250.7,1266.75,1071.07,1021.84,1056.24,1108.79,1093.7,1147.46
Adamts14,37.15,32.08,32.87,23.06,15.96,18.12,13.1,19.16,26.11,10.04,20.42,28.49
Fez1,4067.4,3904.82,4207.89,3811.28,3706.7,3750.96,3944.66,4011.88,3932.84,3913.13,3929.58,4175.36
Sf3b2,8043.04,7925.04,8133.17,7659.8,7892.36,7484.91,8005.56,7895.69,7733.34,7982.66,8250.85,8686.69
Slc19a1,399.7,374.05,432.92,380.98,400.61,346.69,327.73,367.05,327.99,356.47,438.39,385.64
Grin3b,14,22.05,25.01,18.78,19.01,25.96,16.98,22.01,14.02,17.02,18.02,15.1
Stk4,1678.17,1657.72,1479.6,1665.79,1772.98,1681.4,1641.22,1506.44,1637.31,1645.55,1580.49,1641.73
Mknk2,1672.57,1650.78,1860.29,1554.78,1662.14,1648.03,1705.59,1648.82,1701.62,1603.96,1711.6,1742.5
Ppp1r17,8.82,5,7.1,2,5.02,8,8.01,6.06,17.14,6.13,5.96,5
Gpr153,37.99,37,43.97,30.79,24,26.83,40,56,54.47,34,29,40.93
E330034G19Rik,4,5.89,5,8.41,3.99,3,9.75,4.05,5.25,2,2,1.98
Mcemp1,1,1,2,0,0,0,0,0,0,0,0,0
Hmgb1,22034.69,21071.23,19847.53,20714.25,21097.87,20402.67,20691.77,20414.09,20080.37,20955.58,20315.47,20970.62
Cer1,2.47,2.09,1.42,2.17,3.9,2.82,4.06,4.22,1.08,2.02,4.06,4.04
Dusp27,4,1,0,0,1,0,1,2,4,0,2.99,2
Mak16,1907.92,1820.38,1581.72,1878.35,1869.74,1867.75,1631.05,1640.07,1653.07,1974.32,1777.28,1755.56
Srd5a2,1,1,1.06,1.99,0,1,1,1.92,2.68,1,2,1.07
Tctn2,108,109,142.28,98.98,123.99,99.85,126,151.99,129.91,117,125,119
Zfp64,492.94,498.86,632.93,483.16,459,480,470.95,529.87,471,467.61,500.82,516.67
Fam110b,106.11,80.99,89,77,86,84.46,100.99,103.3,106.99,103.89,99.91,94.43
Srprb,1713.95,1666.87,1812.74,1695.75,1850.78,1726.53,1559.98,1535.14,1535.64,1724.08,1869.92,1891.93
Igbp1,913.23,924.16,914.05,836.01,853.98,875.27,1006.95,985.68,1027.75,826.94,899.47,908.9
Hhipl1,6,4,5,8,6,6,8,3,4,7,7,4
Pnma1,35,24,34,26,22.99,22,34.89,26,37,29,21,30
Atg4d,736.97,688.71,775.15,719.75,758.67,766.82,708.59,700.44,748.62,707.41,801.9,727.1
Ethe1,334.75,310.7,407.1,399.91,334.66,316.35,348.54,370.08,347.26,321.46,381.26,423.05
Dennd1a,1086.83,1068.18,1184.83,1031.84,1134.2,1094.7,1056.02,1069.94,1150.61,1103.27,1141.96,1175.88
Apc,7908.11,8156.64,7493.07,8074.74,7772.46,8145.71,8235.18,8200.08,8519.92,8076.76,7628.46,7605.35
Cryba4,13,6,0,3,0,0,1.05,0,2,1,3,0
Htr1a,1,0,3,5,7,6.99,0,0,3,2.99,1,2
Rnf181,1267.1,1154.95,1148.54,1145.41,1198.06,1149.43,1250.31,1188.04,1197.03,1173.27,1335.51,1205.62
Pcdh19,327.83,295.06,302.96,374.07,369.93,444.88,308.86,301.04,326.56,411.93,369.39,328.87
Mttp,131.75,103.32,103.88,135.24,139.59,127.96,114.09,144.91,150.8,147.66,144.91,139.74
Gm3488,251.21,405.02,359.04,310.75,215.92,423.9,412.52,424.45,375.5,510,429.12,458.16
Chuk,1739.96,1796.33,1625.89,1725.49,1789.16,1836.84,1827.4,1742.4,1796.66,1803.28,1696.35,1608.11
Zfp872,14.42,11.79,14.85,12.88,19.44,17.28,11.97,10,14.94,29.23,16.41,23.15
Arhgap22,16.9,20,22,19,15,17,30.94,25,18.23,10,11,18
Nmrk1,408.49,371.37,345.72,457.6,411.05,452.6,383.03,405.28,380.97,450.32,386.72,445.61
Rad17,850.11,856.68,807.93,873.9,930.89,898.91,887.97,898.08,879.57,867.26,822.85,881.91
Opn5,0,1,0,1,0,1,1,1,1,0,1,0
Tcea2,170.99,197,201,179.31,177.83,187.96,186.81,205.98,198.91,165.98,210.99,197.95
Def6,11,11,10,15,14,4,8.8,9.99,7,6,8,6
Ube2e1,1496.78,1444.54,1349.72,1439.63,1455.63,1542.59,1400.54,1355.58,1413.09,1431.67,1478.34,1459.7
Xkr6,345.37,334.93,322.01,319.6,305.62,369.49,385.8,350.03,383.68,316.68,311.15,296.98
St8sia4,189.36,197.35,163.02,156.36,165.39,218.52,232.28,204.75,223.27,172.99,162.98,147.94
Dpysl5,351.45,363,345.74,415.97,388.97,391.08,381.73,347.14,353.42,364.39,389.99,359.66
Gm10591,3.52,0,0,4.37,5.02,7.23,0,8.31,1.17,0,0,1.08
Sardh,271.08,293,292.03,204.96,190.8,208,267.88,244,237,254.84,264.89,283.59
Hcrtr1,4,4,3,3,5.05,8,4.21,2,1,3.04,9.88,8.07
Rpl3l,4.37,0,3.73,2.5,0,3.4,2.25,1,2.73,1,1.73,0
Man1b1,2371.96,2507.48,2459.27,2328.58,2399.72,2304.23,2480.64,2459.97,2522.77,2372.21,2647.54,2445.85
Odaph,0,0,0,1,0,0,1,1,0,0,0,0
Ggt1,11,6,12,8.99,7,6,10,5.01,9,8,14.88,5
Ccdc88c,763.88,839.34,962.77,801.21,826.2,801.25,1022.7,1079.96,1053.35,897.29,956.75,940.35
Csmd3,491.83,541.94,538.52,505.96,498.51,572.75,587.96,572.51,644.91,628.77,578.65,560.28
Sema6c,143.85,164,171.42,121,116,110.96,201.98,195.42,197.94,111.99,126,138
Rpl4,24028.51,23265.74,24445.09,23603.87,23118.7,22751.15,24645.37,24102.53,23251.5,23796.68,24225.77,24539.62
Pias4,587.88,616.24,669.63,577.99,584,607.92,585.72,608.03,627.03,608.72,671.47,636.78
Zfp770,1314.95,1336.96,1139.06,1193.74,1209.98,1180.77,1259.27,1218.26,1241.23,1280.2,1224.47,1195.91
Fars2,233.12,180.46,190.31,191.02,186.22,211.39,172.1,263.6,183.91,184.94,198.9,193
Iqca,0.53,0,1,2,0,3,0,0,3.99,0,2,7
Resp18,51,45,52.78,39.99,30.87,37.31,61,67,53.99,50.97,52,43.79
Ctps2,626.61,652.27,579.21,675.24,682.22,568.27,648.78,559.48,671.03,607.58,590.31,620.98
Cnnm1,254.65,275.99,264.86,327.91,319.27,260.92,247.99,230.87,244.17,326.6,322.54,308.82
Arfrp1,774.6,771.14,814.38,755.26,671.06,716.7,764.26,781.8,761.95,780.41,883.37,789.83
Orc5,754.58,800.93,696.33,711.88,753.38,764.68,756.9,787.5,721.97,754.59,758.99,780.93
Palmd,2,6,2,9,6,4,2,3,4,5,10,6
Tac4,0,0,1.99,1,0,0,0,0,0,0,0,0
Sim1,0,0,0,1,0,0,0,0,0,0,1,0
Rpn2,7540.15,7518.34,8045.17,7554.98,7858.15,7520.68,7088.21,7216.41,6990.13,7482.04,8006.87,8092.69
Nhlrc2,1903.33,2007.02,1884,2138.65,2097.21,2084.44,1992.19,1953.56,2040.66,2037.43,2093.5,1999.72
9430015G10Rik,854.73,879.67,933.61,851.04,818.69,850.09,812.78,825.1,796.69,769.89,885.18,907.89
Pnma5,0,0,1.29,0,0,0,0,0,0,0,0,0
Elmo1,1623.96,1590.32,1661.97,2004.04,2045.26,1982.52,1965.97,2078.78,2034.86,2167.16,2147.49,2266.18
Fbxl14,985.53,1022.61,915.83,1009.5,1008.43,939.65,874.14,903.5,803.28,953.74,937.82,899.49
Zbtb16,191.92,199.48,234.85,194.08,197.71,183.32,194.58,185.58,183.64,192.08,190.76,194.86
Stfa1,3.79,0,0,0,0,0,0,0,0,1,1,0
Arfgef3,46.98,53,52.98,81.98,69,58.92,34.99,42.96,40.99,84,78.99,63
9130008F23Rik,9,3,1.99,5,5,4,3,2.12,0,2.99,6,5
Mplkip,464.12,430.41,366.77,374.22,433.72,380.69,422.92,389.56,435.23,406.78,377.55,398.05
Cdr2l,1945.3,1868.05,2171.58,1885.22,1914.31,1923.66,1904.23,1794.41,1829,1984.3,1974.67,2035.6
Hspa12a,150.92,134.54,146.85,103.94,90.72,120.87,114.79,123.69,128.89,88.98,78.44,84.89
Wdr47,770.11,751.19,672.91,719.78,732.58,721.93,717.91,760.8,763.45,759.92,768.14,722.52
Baalc,26.99,32,18,25.93,29,27.99,24,17.99,20,28,48,51
Tmub1,128,103,119.93,107,155,126.81,124.98,117.99,112,113.99,123.99,126
Pank1,468.22,485.59,424.37,524.3,459.42,476.13,497.62,501.87,457.5,484.3,443.16,454.16
Onecut2,32.95,50.38,45,42.96,36.84,53.36,44.21,55.9,58.02,37.36,25.99,37.74
Slirp,472.8,453.77,519.83,470.08,328.56,454.93,449.66,459.56,435.06,475.73,407.11,358.05
Nrip1,602.14,570.54,480.33,594.83,565.78,583.6,531.84,548.42,573.91,558.75,536.81,541.92
Pde3b,1895.61,2006.19,1610.99,1996.52,1939.58,1878.86,1797.52,1742.94,1809.58,1796.55,1680.56,1604.6
Rprd2,1363.36,1403.58,1310.88,1367.32,1374.82,1331.72,1468.49,1432,1497.64,1370.6,1297.57,1394.91
Nmt2,1411.47,1527.25,1232.35,1361.28,1459.81,1417.91,1378.7,1255.18,1323.68,1369.08,1352.2,1421.19
Dpf2,2541.89,2513.42,2624.86,2389.2,2410.96,2197.32,2428.75,2371.87,2308.25,2424.65,2602.36,2547.7
Trpm1,1,0,0,0,0,0,0,0,1,0,0,0
Gstcd,655.98,696.66,622.58,660.06,706.78,702.27,595.35,652.93,610.45,673.57,615.31,637.84
Kcnip2,197,177,181.78,142,151.9,179.9,218.5,191.78,203.95,193.84,203.52,203.99
Isg20l2,1463.65,1495.34,1443.24,1474.19,1459.99,1404.09,1394.67,1402.62,1382.79,1461.14,1502.43,1558.99
Nudt3,3339.48,3309.36,3612.63,3500.79,3467.38,3500.65,3117.99,3058.23,3095.55,3525.27,3584.23,3764.71
Gm42166,11.27,19.28,14.36,14.58,16.95,13.88,13.16,22.64,5.19,11.47,18,23.99
Rxrg,1,5.01,4.98,10.08,8,6,12,10.08,12,10,12.02,10
Cenpp,284.15,282.99,230.26,260.67,235.03,227.95,214.94,229.51,241.9,271.97,215.63,261.89
Tex52,7.47,9.53,5.29,11.74,12.63,7.4,5.25,8.52,7.41,7.42,5.57,5.58
Snx25,2304.38,2275.95,2150.1,2283.79,2324.08,2456.18,2189.02,2231.37,2142.67,2594.08,2453.01,2559.24
Baiap2l1,5,8,2,6,5.99,3.99,3,1,1,7,9,4
Eomes,2.76,3.89,0,3.05,4.31,2.02,0.76,1.21,1.09,0.78,1.16,0
Npr2,212.91,177.53,262.97,250.99,265.95,219.99,262.36,258.92,268.98,276.86,295,277.3
H4c12,15.19,4.4,12.22,8.81,5.44,5.72,5.75,6.61,3.55,5.36,7.85,13.11
Dgki,1081.96,1007.87,960.9,1007.39,1024.3,1093.18,1003.05,960.17,1064.34,1125.75,995.88,1107.83
Smyd5,706.95,666.96,779.4,686.6,730.81,738.97,633.9,650.44,634.86,762.69,834.29,754
Snx22,280.55,309.86,311.56,258.58,311.81,332.8,455.32,449.4,476.12,321.44,331.26,324.16
Agbl1,10,6,7,11,8,10,7,14,10,3.99,11,9
Zfp507,1005.69,1026.6,981.21,997.64,987.46,1032.25,1026.92,1083.62,1093,1057.27,949.67,970.36
Tent5d,0.99,0,0,0,0,1,0,1,0,0,0,1
Ccr5,81.83,81.52,33.86,35.5,27.86,26.04,46.5,57.47,55.95,24.65,12.74,8.14
Gspt1,9486.01,9836.48,8573.64,9763.59,9754.3,10047.7,8574.44,8832.69,8950.93,9433.67,9287.67,9219.51
Fras1,50.96,31,56.99,68.52,51,65.98,29.92,49.96,41.95,41.94,39.98,48.99
Cabcoco1,2,1,0,0,0,0,0.96,3,0,1,1,0
Tapt1,1793.63,1809.86,1697.16,1829.43,1825.78,1853.67,1650.2,1727.86,1692.09,1804.88,1713.44,1696.04
Zfp503,334.93,281.96,322.89,372.79,387.19,332.88,287.71,319.14,293.86,380.75,387.43,389.55
Ptchd4,16,23,14.99,29.95,19,38.99,21,10,10,27,13.86,28.89
Sema7a,716.56,690.96,727.59,738.71,744.74,745.16,613.91,577.23,626,720.9,767.97,837.04
Plk4,1888.12,1815.51,1698.81,1874.97,1899.18,1934.07,1589.63,1726.21,1672.23,1821.79,1734.62,1777.32
Letmd1,1248.31,1258.26,1289.18,1226.56,1249.05,1206.65,1278.68,1343.95,1296.56,1160.94,1248.08,1205.83
Fgf15,2,6,3,7,3,5,3,1,2,8,2,5
Zyg11b,2647.16,2753.79,2440,2646.29,2677.99,2675.48,2765.09,2881.48,2827.44,2703.93,2491.24,2467.37
Lrig1,269.32,280.02,301.13,286,283.23,282.65,274.52,250.17,296.41,262.2,275.44,279.43
Crebrf,317.55,337.43,257.71,318.07,318.26,320.84,472.47,515.65,511.5,285.41,266.7,243.96
Ndrg1,34.97,26.99,27,29.95,26.99,20,41,18,27,21,20,16.56
Mprip,4849.43,4686.31,4901.86,4617.29,4604.75,4704.48,4576.88,4406.59,4536.44,4680.69,4719.97,4531.6
Rspo1,2,0,1,1,0,0,1,1,1,1,2,1
Cldn5,2,1,0,4,0,0,0,0,0,0,0,2
Uqcr10,1181.06,1098.02,1540,1170.53,999.89,1065.99,1128.84,1149.55,1130.97,1101.99,1176.95,1118
Slc26a9,0,0,0,0,0,0,1,1.02,0,0,0,0
